EQUIP_ID,EQUIP_NAME,TYPE,DEGREE
TMP00004634,开关00038,1705,6
TMP00007187,开关00038,1705,10
TMP00043576,馈线段XX,1702,2
TMP00045953,开关00119,1706,3
TMP00028096,馈线段XX,1702,2
TMP00319163,开关00372,1720,0
TMP00021566,馈线段XX,1702,2
TMP00010176,开关00082,1705,6
TMP00016507,馈线段XX,1702,2
TMP00021600,馈线段XX,1702,2
TMP00017247,馈线段XX,1702,2
TMP00008816,开关00017,1705,8
TMP00011909,开关00014,1705,8
TMP00045302,馈线段XX,1702,3
TMP00004492,开关00009,1705,5
TMP00021396,馈线段XX,1702,3
TMP00037030,母线XX,1710,0
TMP00004344,开关00067,1705,8
TMP00024521,馈线段XX,1702,5
TMP00007481,开关00015,1705,8
TMP00043227,刀闸0013,1708,2
TMP00185057,开关00183,1720,0
TMP00030678,馈线段XX,1702,4
TMP00209774,开关00105,1720,0
TMP00024255,馈线段XX,1702,2
TMP00009592,开关00119,1705,5
TMP00029035,馈线段XX,1702,2
TMP00044419,刀闸0042,1707,4
TMP00017520,馈线段XX,1702,3
TMP00007519,开关00024,1705,7
TMP00026293,馈线段XX,1702,3
TMP00014587,开关00046,1705,8
TMP00034930,配变1211,1703,1
TMP00041345,刀闸0024,1708,8
TMP00021845,馈线段XX,1702,3
TMP00023009,馈线段XX,1702,2
TMP00025378,馈线段XX,1702,4
TMP00033708,用户1495,1719,1
TMP00032310,用户0097,1719,1
TMP00185198,开关00209,1720,0
TMP00021622,馈线段XX,1702,3
TMP00045625,馈线段XX,1702,2
TMP00020120,馈线段XX,1702,2
TMP00007601,开关00120,1705,7
TMP00017840,馈线段XX,1702,2
TMP00040985,刀闸0020,1708,2
TMP00018635,馈线段XX,1702,2
TMP00031015,馈线段XX,1702,2
TMP00039863,刀闸0020,1708,0
TMP00032281,用户0068,1719,1
TMP00010223,开关00034,1705,8
TMP00036442,母线XX,1710,9
TMP00298865,开关00308,1720,0
TMP00238664,开关00290,1720,0
TMP00010442,开关00133,1705,8
TMP00040898,刀闸0010,1708,2
TMP00020943,馈线段XX,1702,2
TMP00032402,用户0189,1719,1
TMP00039765,刀闸0012,1708,0
TMP00005031,开关00187,1705,5
TMP00042112,刀闸0028,1708,3
TMP00043935,开关00011,1705,4
TMP00250899,开关00114,1720,0
TMP00036640,母线XX,1710,8
TMP00041888,刀闸0021,1708,2
TMP00015741,开关00188,1705,8
TMP00033553,用户1340,1719,1
TMP00025636,馈线段XX,1702,2
TMP00041505,刀闸0020,1708,0
TMP00015337,开关00098,1705,0
TMP00045127,馈线段XX,1702,6
TMP00016119,馈线段XX,1702,2
TMP00038287,母线XX,1710,2
TMP00039334,母线XX,1710,8
TMP00008865,开关00048,1705,7
TMP00033087,用户0874,1719,1
TMP00006190,开关00004,1705,6
TMP00023969,馈线段XX,1702,2
TMP00019792,馈线段XX,1702,2
TMP00024546,馈线段XX,1702,2
TMP00292249,开关00097,1720,0
TMP00014422,开关00033,1705,9
TMP00034607,配变0888,1703,2
TMP00041128,刀闸0017,1708,1
TMP00041354,刀闸0015,1708,1
TMP00007252,开关00154,1705,5
TMP00007172,开关00089,1705,5
TMP00009146,开关00020,1705,7
TMP00033363,用户1150,1719,1
TMP00038672,母线XX,1710,2
TMP00014306,开关00063,1705,2
TMP00028627,馈线段XX,1702,2
TMP00185473,开关00226,1720,0
TMP00032867,用户0654,1719,2
TMP00246728,开关00245,1720,0
TMP00023251,馈线段XX,1702,2
TMP00030591,馈线段XX,1702,2
TMP00011278,开关00092,1705,7
TMP00007251,开关00153,1705,5
TMP00010219,开关00030,1705,2
TMP00013110,开关00036,1705,8
TMP00012915,开关00069,1705,7
TMP00040064,刀闸0001,1708,1
TMP00024112,馈线段XX,1702,3
TMP00040804,刀闸0008,1708,2
TMP00017161,馈线段XX,1702,2
TMP00019380,馈线段XX,1702,3
TMP00035081,配变1362,1703,1
TMP00029153,馈线段XX,1702,2
TMP00004844,开关00034,1705,7
TMP00009322,开关00069,1705,2
TMP00009751,开关00051,1705,8
TMP00010205,开关00027,1705,8
TMP00044007,开关00093,1706,8
TMP00018729,馈线段XX,1702,2
TMP00039947,刀闸0002,1708,2
TMP00042499,刀闸0030,1708,8
TMP00238590,开关00268,1720,0
TMP00040666,刀闸0006,1708,0
TMP00046494,配变2271,1703,1
TMP00035560,配变1841,1703,1
TMP00254673,开关00046,1720,0
TMP00034475,配变0756,1703,2
TMP00026250,馈线段XX,1702,2
TMP00007723,开关00060,1705,5
TMP00158905,开关00203,1720,0
TMP00004474,开关00001,1705,2
TMP00233562,开关00093,1720,0
TMP00039030,母线XX,1710,7
TMP00040658,刀闸0010,1708,2
TMP00023349,馈线段XX,1702,3
TMP00028969,馈线段XX,1702,2
TMP00024629,馈线段XX,1702,2
TMP00036865,母线XX,1710,2
TMP00028723,馈线段XX,1702,2
TMP00034661,配变0942,1703,1
TMP00188014,开关00239,1720,0
TMP00023703,馈线段XX,1702,2
TMP00045769,馈线段XX,1702,2
TMP00011092,开关00103,1705,2
TMP00005795,开关00085,1705,8
TMP00045248,馈线段XX,1702,3
TMP00010759,开关00091,1705,2
TMP00137488,开关00216,1720,0
TMP00033499,用户1286,1719,1
TMP00032571,用户0358,1719,1
TMP00045533,馈线段XX,1702,2
TMP00007637,开关00135,1705,6
TMP00025370,馈线段XX,1702,3
TMP00043135,刀闸0002,1708,8
TMP00036247,母线XX,1710,2
TMP00035111,配变1392,1703,1
TMP00006361,开关00027,1705,4
TMP00021424,馈线段XX,1702,3
TMP00025033,馈线段XX,1702,2
TMP00016973,馈线段XX,1702,2
TMP00163378,开关00088,1720,0
TMP00004062,开关00048,1705,11
TMP00045851,馈线段XX,1702,3
TMP00042290,刀闸0018,1708,0
TMP00227553,开关00224,1720,0
TMP00251886,开关00183,1720,0
TMP00036537,母线XX,1710,2
TMP00041769,刀闸0023,1708,3
TMP00141391,开关00349,1720,0
TMP00181622,开关00317,1720,0
TMP00319086,开关00359,1720,0
TMP00009551,开关00040,1705,7
TMP00036474,母线XX,1710,2
TMP00176659,开关00241,1720,0
TMP00005677,开关00022,1705,14
TMP00021726,馈线段XX,1702,3
TMP00319158,开关00375,1720,0
TMP00006296,开关00019,1705,3
TMP00013386,开关00065,1705,8
TMP00029069,馈线段XX,1702,2
TMP00273146,开关00243,1720,0
TMP00033015,用户0802,1719,1
TMP00038892,母线XX,1710,0
TMP00038853,母线XX,1710,7
TMP00010635,开关00057,1705,7
TMP00024879,馈线段XX,1702,2
TMP00038666,母线XX,1710,7
TMP00264230,开关00319,1720,0
TMP00021634,馈线段XX,1702,4
TMP00033331,用户1118,1719,1
TMP00027703,馈线段XX,1702,2
TMP00010568,开关00079,1705,6
TMP00034843,配变1124,1703,1
TMP00005494,开关00071,1705,6
TMP00240505,开关00434,1720,0
TMP00041802,刀闸0046,1708,2
TMP00033737,配变0018,1703,2
TMP00043802,馈线段XX,1702,3
TMP00024754,馈线段XX,1702,2
TMP00031207,馈线段XX,1702,2
TMP00016914,馈线段XX,1702,2
TMP00229543,开关00422,1720,0
TMP00007628,开关00126,1705,5
TMP00046033,开关00266,1706,3
TMP00007586,开关00105,1705,6
TMP00007964,开关00046,1705,5
TMP00024468,馈线段XX,1702,4
TMP00029711,馈线段XX,1702,4
TMP00031925,馈线段XX,1702,2
TMP00038427,母线XX,1710,7
TMP00043469,刀闸0087,1708,1
TMP00030419,馈线段XX,1702,2
TMP00304063,开关00365,1720,0
TMP00287708,开关00172,1720,0
TMP00042943,刀闸0039,1708,2
TMP00027095,馈线段XX,1702,2
TMP00011639,开关00071,1705,8
TMP00022965,馈线段XX,1702,2
TMP00018265,馈线段XX,1702,2
TMP00026226,馈线段XX,1702,2
TMP00029139,馈线段XX,1702,2
TMP00022853,馈线段XX,1702,2
TMP00044602,PT002,1713,0
TMP00024210,馈线段XX,1702,2
TMP00044727,馈线段XX,1702,6
TMP00039322,母线XX,1710,2
TMP00027923,馈线段XX,1702,2
TMP00005126,开关00125,1705,8
TMP00011168,开关00037,1705,2
TMP00036114,母线XX,1710,5
TMP00185118,开关00197,1720,0
TMP00021475,馈线段XX,1702,2
TMP00187756,开关00202,1720,0
TMP00240356,开关00402,1720,0
TMP00026357,馈线段XX,1702,2
TMP00043514,刀闸0020,1708,0
TMP00004262,开关00012,1705,6
TMP00008333,开关00057,1705,8
TMP00176722,开关00258,1720,0
TMP00024643,馈线段XX,1702,2
TMP00033480,用户1267,1719,1
TMP00037945,母线XX,1710,4
TMP00023562,馈线段XX,1702,3
TMP00140892,开关00258,1720,0
TMP00042164,刀闸0032,1708,2
TMP00013840,开关00025,1705,2
TMP00030913,馈线段XX,1702,3
TMP00004158,开关00103,1705,6
TMP00007927,开关00064,1705,7
TMP00013831,开关00016,1705,1
TMP00033956,配变0237,1703,1
TMP00041291,刀闸0019,1708,2
TMP00035467,配变1748,1703,1
TMP00030017,馈线段XX,1702,2
TMP00246453,开关00214,1720,0
TMP00004656,开关00060,1705,6
TMP00158239,开关00168,1720,0
TMP00027238,馈线段XX,1702,4
TMP00023129,馈线段XX,1702,2
TMP00034389,配变0670,1703,2
TMP00139363,开关00394,1720,0
TMP00028633,馈线段XX,1702,2
TMP00018930,馈线段XX,1702,3
TMP00229466,开关00416,1720,0
TMP00017692,馈线段XX,1702,2
TMP00187653,开关00199,1720,0
TMP00139306,开关00386,1720,0
TMP00014688,开关00045,1705,8
TMP00006395,开关00027,1705,8
TMP00034014,配变0295,1703,1
TMP00027436,馈线段XX,1702,2
TMP00028087,馈线段XX,1702,2
TMP00013677,开关00004,1705,10
TMP00009289,开关00017,1705,7
TMP00028186,馈线段XX,1702,2
TMP00250919,开关00120,1720,0
TMP00026625,馈线段XX,1702,2
TMP00146270,开关00319,1720,0
TMP00015398,开关00049,1705,8
TMP00029095,馈线段XX,1702,2
TMP00016981,馈线段XX,1702,3
TMP00027342,馈线段XX,1702,2
TMP00029281,馈线段XX,1702,2
TMP00018937,馈线段XX,1702,3
TMP00045948,开关00114,1706,4
TMP00036220,母线XX,1710,7
TMP00020670,馈线段XX,1702,2
TMP00037260,母线XX,1710,0
TMP00010381,开关00018,1705,8
TMP00006941,开关00179,1705,5
TMP00233554,开关00090,1720,0
TMP00016535,馈线段XX,1702,2
TMP00019659,馈线段XX,1702,4
TMP00024348,馈线段XX,1702,2
TMP00231651,开关00050,1720,0
TMP00005792,开关00082,1705,8
TMP00004458,开关00009,1705,6
TMP00006174,开关00013,1705,7
TMP00010767,开关00003,1705,4
TMP00005078,开关00017,1705,4
TMP00032203,馈线段XX,1702,4
TMP00143225,开关00150,1720,0
TMP00274855,开关00379,1720,0
TMP00006397,开关00029,1705,8
TMP00024205,馈线段XX,1702,2
TMP00038506,母线XX,1710,2
TMP00242467,开关00088,1720,0
TMP00033736,配变0017,1703,2
TMP00036861,母线XX,1710,2
TMP00035593,配变1874,1703,1
TMP00034623,配变0904,1703,1
TMP00024462,馈线段XX,1702,2
TMP00008428,开关00086,1705,6
TMP00011678,开关00024,1705,1
TMP00015422,开关00055,1705,3
TMP00027920,馈线段XX,1702,2
TMP00036847,母线XX,1710,2
TMP00004221,开关00003,1705,6
TMP00010277,开关00150,1705,7
TMP00304256,开关00402,1720,0
TMP00046440,配变2217,1703,1
TMP00022112,馈线段XX,1702,2
TMP00019988,馈线段XX,1702,3
TMP00170400,开关00292,1720,0
TMP00008828,开关00029,1705,8
TMP00010319,开关00165,1705,4
TMP00005320,开关00085,1705,8
TMP00156632,开关00146,1720,0
TMP00304347,开关00425,1720,0
TMP00030797,馈线段XX,1702,2
TMP00039014,母线XX,1710,0
TMP00010220,开关00031,1705,1
TMP00038081,母线XX,1710,0
TMP00019991,馈线段XX,1702,2
TMP00013907,开关00011,1705,2
TMP00045103,馈线段XX,1702,2
TMP00027534,馈线段XX,1702,2
TMP00044892,馈线段XX,1702,4
TMP00017214,馈线段XX,1702,2
TMP00257363,开关00274,1720,0
TMP00032096,馈线段XX,1702,3
TMP00028711,馈线段XX,1702,2
TMP00029676,馈线段XX,1702,2
TMP00044385,刀闸0008,1707,4
TMP00302701,开关00091,1720,0
TMP00146230,开关00307,1720,0
TMP00033427,用户1214,1719,1
TMP00027866,馈线段XX,1702,2
TMP00003932,开关00040,1705,6
TMP00005488,开关00065,1705,6
TMP00007838,开关00042,1705,7
TMP00043939,开关00015,1705,2
TMP00042806,刀闸0012,1708,9
TMP00009860,开关00064,1705,8
TMP00039197,母线XX,1710,0
TMP00034990,配变1271,1703,1
TMP00145971,开关00246,1720,0
TMP00009793,开关00009,1705,7
TMP00032484,用户0271,1719,1
TMP00007994,开关00076,1705,6
TMP00027767,馈线段XX,1702,2
TMP00300742,开关00105,1720,0
TMP00008971,开关00149,1705,8
TMP00039573,母线XX,1710,1
TMP00040740,刀闸0015,1708,1
TMP00023114,馈线段XX,1702,3
TMP00027433,馈线段XX,1702,2
TMP00012760,开关00113,1705,11
TMP00040317,刀闸0006,1708,1
TMP00044105,开关00066,1706,7
TMP00021520,馈线段XX,1702,2
TMP00022755,馈线段XX,1702,2
TMP00040041,刀闸0009,1708,3
TMP00009731,开关00015,1705,3
TMP00028576,馈线段XX,1702,2
TMP00174726,开关00124,1720,0
TMP00275489,开关00044,1720,0
TMP00016792,馈线段XX,1702,2
TMP00016074,馈线段XX,1702,2
TMP00024918,馈线段XX,1702,2
TMP00005952,开关00006,1705,6
TMP00016410,馈线段XX,1702,2
TMP00036104,母线XX,1710,2
TMP00032327,用户0114,1719,1
TMP00166468,开关00251,1720,0
TMP00038633,母线XX,1710,5
TMP00042459,刀闸0024,1708,1
TMP00007651,开关00010,1705,7
TMP00028650,馈线段XX,1702,2
TMP00006860,开关00098,1705,10
TMP00008756,开关00073,1705,5
TMP00254690,开关00049,1720,0
TMP00011553,开关00232,1705,2
TMP00143420,开关00191,1720,0
TMP00030701,馈线段XX,1702,4
TMP00036100,母线XX,1710,2
TMP00017881,馈线段XX,1702,2
TMP00209172,开关00043,1720,0
TMP00180418,开关00074,1720,0
TMP00023015,馈线段XX,1702,2
TMP00019900,馈线段XX,1702,3
TMP00041841,刀闸0009,1708,1
TMP00295298,开关00011,1720,0
TMP00007804,开关00222,1705,5
TMP00036605,母线XX,1710,9
TMP00009090,开关00087,1705,6
TMP00013903,开关00076,1705,2
TMP00019483,馈线段XX,1702,2
TMP00004245,开关00024,1705,7
TMP00029628,馈线段XX,1702,3
TMP00037265,母线XX,1710,6
TMP00019660,馈线段XX,1702,3
TMP00039449,母线XX,1710,0
TMP00043985,开关00071,1706,7
TMP00318822,开关00096,1720,0
TMP00023636,馈线段XX,1702,3
TMP00004602,开关00006,1705,10
TMP00028545,馈线段XX,1702,2
TMP00033236,用户1023,1719,2
TMP00024873,馈线段XX,1702,2
TMP00008398,开关00108,1705,5
TMP00022154,馈线段XX,1702,2
TMP00028273,馈线段XX,1702,2
TMP00040982,刀闸0017,1708,2
TMP00229032,开关00430,1720,0
TMP00026758,馈线段XX,1702,2
TMP00011495,开关00032,1705,7
TMP00012110,开关00157,1705,7
TMP00039008,母线XX,1710,0
TMP00041936,刀闸0011,1708,2
TMP00045885,馈线段XX,1702,3
TMP00034061,配变0342,1703,1
TMP00034315,配变0596,1703,1
TMP00015850,开关00180,1705,0
TMP00040062,刀闸0011,1708,2
TMP00009674,开关00137,1705,8
TMP00031818,馈线段XX,1702,2
TMP00010585,开关00007,1705,8
TMP00236623,开关00096,1720,0
TMP00267671,开关00364,1720,0
TMP00007068,开关00132,1705,8
TMP00035542,配变1823,1703,1
TMP00039465,母线XX,1710,7
TMP00004274,开关00033,1705,7
TMP00139120,开关00312,1720,0
TMP00042643,刀闸0002,1708,0
TMP00016290,馈线段XX,1702,1
TMP00044877,馈线段XX,1702,3
TMP00024334,馈线段XX,1702,2
TMP00012508,开关00152,1705,6
TMP00023234,馈线段XX,1702,2
TMP00008892,开关00075,1705,6
TMP00025480,馈线段XX,1702,2
TMP00227557,开关00225,1720,0
TMP00004442,开关00018,1705,7
TMP00021944,馈线段XX,1702,2
TMP00029798,馈线段XX,1702,2
TMP00303853,开关00323,1720,0
TMP00046312,配变2089,1703,1
TMP00039733,刀闸0034,1708,2
TMP00011519,开关00039,1705,1
TMP00039286,母线XX,1710,5
TMP00005373,开关00001,1705,8
TMP00174678,开关00116,1720,0
TMP00026915,馈线段XX,1702,2
TMP00030804,馈线段XX,1702,2
TMP00023047,馈线段XX,1702,3
TMP00008607,开关00060,1705,6
TMP00005471,开关00048,1705,5
TMP00045875,馈线段XX,1702,2
TMP00034947,配变1228,1703,1
TMP00039778,刀闸0005,1708,2
TMP00028855,馈线段XX,1702,3
TMP00195033,开关00043,1720,0
TMP00038719,母线XX,1710,2
TMP00007509,开关00084,1705,5
TMP00283682,开关00161,1720,0
TMP00026779,馈线段XX,1702,2
TMP00043851,杆塔XX,1714,0
TMP00024128,馈线段XX,1702,2
TMP00042235,刀闸0043,1708,1
TMP00019968,馈线段XX,1702,2
TMP00040389,刀闸0006,1708,3
TMP00039252,母线XX,1710,2
TMP00143554,开关00068,1720,0
TMP00019591,馈线段XX,1702,2
TMP00039378,母线XX,1710,5
TMP00025804,馈线段XX,1702,2
TMP00014583,开关00090,1705,8
TMP00040397,刀闸0014,1708,0
TMP00028819,馈线段XX,1702,2
TMP00004278,开关00037,1705,7
TMP00046548,配变2325,1703,1
TMP00296050,开关00504,1720,0
TMP00010803,开关00039,1705,7
TMP00045678,馈线段XX,1702,3
TMP00006349,开关00028,1705,3
TMP00013278,开关00205,1705,6
TMP00006457,开关00023,1705,7
TMP00024764,馈线段XX,1702,2
TMP00025107,馈线段XX,1702,2
TMP00044557,母线XX,1710,3
TMP00177416,开关00319,1720,0
TMP00044232,开关00259,1706,6
TMP00043316,刀闸0004,1708,1
TMP00035805,母线XX,1710,2
TMP00301375,开关00139,1720,0
TMP00026519,馈线段XX,1702,2
TMP00046562,配变2339,1703,1
TMP00008913,开关00002,1705,6
TMP00015698,开关00030,1705,2
TMP00024284,馈线段XX,1702,2
TMP00044363,刀闸0127,1707,4
TMP00018631,馈线段XX,1702,2
TMP00025784,馈线段XX,1702,3
TMP00170299,开关00287,1720,0
TMP00042470,刀闸0057,1708,2
TMP00041225,刀闸0002,1708,2
TMP00026656,馈线段XX,1702,2
TMP00042706,刀闸0016,1708,3
TMP00172538,开关00395,1720,0
TMP00030462,馈线段XX,1702,3
TMP00036158,母线XX,1710,2
TMP00007582,开关00101,1705,7
TMP00006982,开关00220,1705,11
TMP00250497,开关00100,1720,0
TMP00005125,开关00124,1705,7
TMP00028378,馈线段XX,1702,2
TMP00018108,馈线段XX,1702,2
TMP00032003,馈线段XX,1702,2
TMP00032377,用户0164,1719,1
TMP00031367,馈线段XX,1702,4
TMP00029626,馈线段XX,1702,4
TMP00043893,开关00005,1705,2
TMP00011646,开关00078,1705,7
TMP00032736,用户0523,1719,1
TMP00318879,开关00084,1720,0
TMP00037390,母线XX,1710,2
TMP00027251,馈线段XX,1702,3
TMP00319412,开关00056,1720,0
TMP00008032,开关00005,1705,8
TMP00026227,馈线段XX,1702,3
TMP00018394,馈线段XX,1702,4
TMP00011301,开关00257,1705,0
TMP00318721,开关00585,1720,0
TMP00005812,开关00016,1705,3
TMP00018442,馈线段XX,1702,4
TMP00304116,开关00372,1720,0
TMP00004722,开关00012,1705,6
TMP00240113,开关00353,1720,0
TMP00011586,开关00062,1705,2
TMP00032071,馈线段XX,1702,3
TMP00039818,刀闸0002,1708,2
TMP00045270,馈线段XX,1702,3
TMP00156465,开关00132,1720,0
TMP00035222,配变1503,1703,2
TMP00031166,馈线段XX,1702,2
TMP00040392,刀闸0003,1708,3
TMP00041853,刀闸0008,1708,2
TMP00011002,开关00161,1705,8
TMP00012415,开关00008,1705,2
TMP00013665,开关00006,1705,8
TMP00283765,开关00184,1720,0
TMP00034617,配变0898,1703,1
TMP00028010,馈线段XX,1702,2
TMP00013853,开关00071,1705,8
TMP00021173,馈线段XX,1702,2
TMP00022286,馈线段XX,1702,4
TMP00004580,开关00028,1705,5
TMP00040451,刀闸0011,1708,1
TMP00306503,开关00010,1720,0
TMP00028845,馈线段XX,1702,2
TMP00042032,刀闸0001,1708,2
TMP00005816,开关00093,1705,5
TMP00295767,开关00482,1720,0
TMP00030156,馈线段XX,1702,2
TMP00019582,馈线段XX,1702,4
TMP00024033,馈线段XX,1702,3
TMP00031090,馈线段XX,1702,2
TMP00043385,刀闸0037,1708,2
TMP00042729,刀闸0029,1708,1
TMP00018954,馈线段XX,1702,3
TMP00008732,开关00037,1705,6
TMP00019021,馈线段XX,1702,3
TMP00020983,馈线段XX,1702,2
TMP00268200,开关00419,1720,0
TMP00014978,开关00067,1705,8
TMP00319119,开关00369,1720,0
TMP00005376,开关00004,1705,10
TMP00300583,开关00093,1720,0
TMP00032141,馈线段XX,1702,2
TMP00016866,馈线段XX,1702,2
TMP00009226,开关00066,1705,7
TMP00010871,开关00067,1705,7
TMP00034721,配变1002,1703,3
TMP00184879,开关00152,1720,0
TMP00008810,开关00011,1705,6
TMP00025493,馈线段XX,1702,2
TMP00004193,开关00050,1705,8
TMP00260290,开关00167,1720,0
TMP00144669,开关00308,1720,0
TMP00019151,馈线段XX,1702,2
TMP00032622,用户0409,1719,1
TMP00232735,开关00288,1720,0
TMP00046044,开关00277,1706,3
TMP00029103,馈线段XX,1702,2
TMP00043497,刀闸0016,1708,0
TMP00283586,开关00137,1720,0
TMP00004917,开关00073,1705,8
TMP00024905,馈线段XX,1702,2
TMP00027650,馈线段XX,1702,2
TMP00033328,用户1115,1719,1
TMP00035749,配变2030,1703,1
TMP00019766,馈线段XX,1702,2
TMP00042183,刀闸0017,1708,1
TMP00011424,开关00255,1705,6
TMP00044098,开关00158,1706,6
TMP00046368,配变2145,1703,1
TMP00004774,开关00015,1705,9
TMP00016265,馈线段XX,1702,2
TMP00304354,开关00432,1720,0
TMP00023095,馈线段XX,1702,2
TMP00046042,开关00275,1706,3
TMP00014857,开关00270,1705,6
TMP00020157,馈线段XX,1702,4
TMP00006047,开关00018,1705,7
TMP00037410,母线XX,1710,2
TMP00038655,母线XX,1710,7
TMP00045065,馈线段XX,1702,3
TMP00176696,开关00248,1720,0
TMP00036619,母线XX,1710,2
TMP00299046,开关00332,1720,0
TMP00038847,母线XX,1710,2
TMP00010212,开关00034,1705,8
TMP00026098,馈线段XX,1702,4
TMP00153055,开关00327,1720,0
TMP00042810,刀闸0045,1708,6
TMP00005323,开关00088,1705,8
TMP00039828,刀闸0004,1708,2
TMP00033243,用户1030,1719,1
TMP00025451,馈线段XX,1702,3
TMP00043845,杆塔XX,1714,0
TMP00043337,刀闸0030,1708,2
TMP00006903,开关00141,1705,10
TMP00246473,开关00218,1720,0
TMP00036149,母线XX,1710,4
TMP00029091,馈线段XX,1702,3
TMP00022715,馈线段XX,1702,2
TMP00043164,刀闸0021,1708,2
TMP00008916,开关00005,1705,6
TMP00018293,馈线段XX,1702,2
TMP00008453,开关00111,1705,6
TMP00022547,馈线段XX,1702,3
TMP00038275,母线XX,1710,2
TMP00043340,刀闸0033,1708,2
TMP00249285,开关00069,1720,0
TMP00016508,馈线段XX,1702,2
TMP00044528,母线XX,1710,3
TMP00254163,开关00224,1720,0
TMP00030805,馈线段XX,1702,2
TMP00177132,开关00093,1720,0
TMP00025853,馈线段XX,1702,2
TMP00044603,PT003,1713,0
TMP00017354,馈线段XX,1702,2
TMP00030757,馈线段XX,1702,2
TMP00020274,馈线段XX,1702,4
TMP00040178,刀闸0004,1708,2
TMP00040796,刀闸0006,1708,3
TMP00008054,开关00036,1705,6
TMP00038485,母线XX,1710,2
TMP00019245,馈线段XX,1702,4
TMP00024151,馈线段XX,1702,2
TMP00024703,馈线段XX,1702,2
TMP00031422,馈线段XX,1702,2
TMP00026306,馈线段XX,1702,3
TMP00008202,开关00097,1705,11
TMP00042009,刀闸0043,1708,1
TMP00156383,开关00122,1720,0
TMP00033392,用户1179,1719,1
TMP00007424,开关00040,1705,1
TMP00037978,母线XX,1710,0
TMP00183418,开关00047,1720,0
TMP00033444,用户1231,1719,1
TMP00044992,馈线段XX,1702,3
TMP00023077,馈线段XX,1702,2
TMP00225790,开关00292,1720,0
TMP00018656,馈线段XX,1702,3
TMP00029663,馈线段XX,1702,2
TMP00036163,母线XX,1710,5
TMP00006099,开关00015,1705,6
TMP00296227,开关00519,1720,0
TMP00137724,开关00245,1720,0
TMP00023215,馈线段XX,1702,2
TMP00268043,开关00380,1720,0
TMP00020114,馈线段XX,1702,3
TMP00038656,母线XX,1710,2
TMP00038158,母线XX,1710,2
TMP00246707,开关00238,1720,0
TMP00319343,开关00005,1720,0
TMP00030238,馈线段XX,1702,4
TMP00041828,刀闸0016,1708,2
TMP00045322,馈线段XX,1702,2
TMP00008256,开关00148,1705,5
TMP00186805,开关00047,1720,0
TMP00041737,刀闸0027,1708,3
TMP00011882,开关00008,1705,2
TMP00012277,开关00007,1705,7
TMP00020985,馈线段XX,1702,3
TMP00015092,开关00146,1705,10
TMP00035469,配变1750,1703,1
TMP00024842,馈线段XX,1702,3
TMP00027603,馈线段XX,1702,2
TMP00010510,开关00173,1705,12
TMP00039088,母线XX,1710,2
TMP00181762,开关00349,1720,0
TMP00012377,开关00190,1705,10
TMP00271847,开关00552,1720,0
TMP00187447,开关00178,1720,0
TMP00005415,开关00024,1705,9
TMP00026125,馈线段XX,1702,2
TMP00039342,母线XX,1710,8
TMP00235588,开关00077,1720,0
TMP00154525,开关00161,1720,0
TMP00042287,刀闸0015,1708,2
TMP00031575,馈线段XX,1702,4
TMP00010249,开关00141,1705,7
TMP00229240,开关00040,1720,0
TMP00018130,馈线段XX,1702,2
TMP00042106,刀闸0020,1708,2
TMP00018470,馈线段XX,1702,4
TMP00016808,馈线段XX,1702,2
TMP00016377,馈线段XX,1702,2
TMP00020596,馈线段XX,1702,1
TMP00032823,用户0610,1719,2
TMP00042282,刀闸0009,1708,1
TMP00018052,馈线段XX,1702,2
TMP00021146,馈线段XX,1702,2
TMP00167606,开关00058,1720,0
TMP00009412,开关00171,1705,8
TMP00040184,刀闸0008,1708,0
TMP00022490,馈线段XX,1702,2
TMP00154299,开关00185,1720,0
TMP00010127,开关00151,1705,5
TMP00026296,馈线段XX,1702,4
TMP00026778,馈线段XX,1702,2
TMP00009420,开关00179,1705,8
TMP00016140,馈线段XX,1702,4
TMP00033426,用户1213,1719,1
TMP00035987,母线XX,1710,2
TMP00041222,刀闸0034,1708,8
TMP00026040,馈线段XX,1702,4
TMP00016840,馈线段XX,1702,2
TMP00020174,馈线段XX,1702,4
TMP00029428,馈线段XX,1702,2
TMP00011737,开关00010,1705,8
TMP00021175,馈线段XX,1702,2
TMP00141112,开关00310,1720,0
TMP00005915,开关00137,1705,6
TMP00035559,配变1840,1703,1
TMP00046499,配变2276,1703,1
TMP00187655,开关00201,1720,0
TMP00283643,开关00153,1720,0
TMP00025222,馈线段XX,1702,2
TMP00004030,开关00028,1705,6
TMP00011079,开关00003,1705,7
TMP00020426,馈线段XX,1702,2
TMP00045757,馈线段XX,1702,2
TMP00028398,馈线段XX,1702,2
TMP00037788,母线XX,1710,2
TMP00039468,母线XX,1710,4
TMP00030006,馈线段XX,1702,3
TMP00019303,馈线段XX,1702,4
TMP00014267,开关00030,1705,2
TMP00151419,开关00081,1720,0
TMP00037911,母线XX,1710,2
TMP00036371,母线XX,1710,2
TMP00042808,刀闸0013,1708,2
TMP00041977,刀闸0011,1708,3
TMP00218242,开关00064,1720,0
TMP00045385,馈线段XX,1702,3
TMP00012121,开关00168,1705,6
TMP00041591,刀闸0037,1708,2
TMP00027039,馈线段XX,1702,3
TMP00181730,开关00343,1720,0
TMP00028568,馈线段XX,1702,2
TMP00020406,馈线段XX,1702,2
